species,collection_no,collection_name,specimen_ID,part,length,amber,age_ma
Philanthaxoides gallicus,123850,Le Quesnoy amber,NA,body,0.66,amber,51.9
Sphaeropsocus kuenowii,123962,"Baltic Amber, K?now collection","Kunow 105, 106, 114 (specimen 114 listed by Hagen, 1883)",body,0.66,amber,35.95
Taeniothrips evelinae,129227,Bitterfeld amber (MfN collection),MfN MB.I.796,forewing,0.66,amber,25.565
Brachypogon (Isohelea) dominicanus,122982,Dominican amber (AMNH coll),AMNH-WV-3.a,wing,0.67,amber,17.13
Ceraphron ceuthonymus,123708,Dominican amber (SEMC coll),SEMC-F001022,forewing,0.67,amber,17.13
Forcipomyia kulickae,120813,Baltic Amber (Museum Ziemi collection),MZW RSz7,wing,0.67,amber,35.95
Gapenus rhinariatus,122471,"Mdeyrij-Hammana, Casa Baabda (Azar coll)",MNHN Azar 1568 ,hindwing,0.67,amber,123.955
Henria liquida,122997,"Rovno Amber, Klesov locality (SIZC K collection)",K-4511,body,0.67,amber,35.95
Leptoconops (Leptoconops) subrossicus,104053,Burmese amber (Poinar collection),Poinar In. C-12,wing,0.67,amber,96.55
Monardia impellucida,113621,"Rovno Amber, Ukryantar factory material (SIZC UA collection)",UA-628,body,0.67,amber,35.95
Moravoscelio bednariki,154314,"Studlov amber, eastern Moravia",NA,forewing,0.67,amber,56.9
Nedocosia exsanguis,122590,"Taimyr amber, Yantardakh Hill (PIN collection 3130)",PIN 3130/193,wing,0.67,amber,84.95
Peromyia sukachevae,113621,"Rovno Amber, Ukryantar factory material (SIZC UA collection)",SIZK UA-8,wing,0.67,amber,35.95
Protanaphothrips suspensus,120813,Baltic Amber (Museum Ziemi collection),MZ 4967 TG,body,0.67,amber,35.95
Protothrips speratus,127170,"Baltic Amber, Judge Fritsch (Goldap) collection (Kaliningrad Museum of Amber)",Fritsch Nr 6,body,0.67,amber,35.95
Protoxythrips sepultus,154929,Baltic Amber (Priesner collection),NA,forewing,0.67,amber,35.95
Pseudorthocladius zherikhini,107340,Sakhalin Amber (PIN collection 3387),PIN 3387/150,wing,0.67,amber,44.55
Pteromalus pygmaeolus,122010,Rott (Statz coll),NA,forewing,0.67,not_amber,25.715
Eocencnemus gedanicus,110737,Baltic Amber (University of Gdansk MAI collection),MAI 201,forewing,0.675,amber,35.95
Protanaphothrips minoricornis,120813,Baltic Amber (Museum Ziemi collection),MZ 16275 TG,body,0.679,amber,35.95
Protoxythrips ursulae,120813,Baltic Amber (Museum Ziemi collection),MZ 20878 TG,body,0.679,amber,35.95
Alacrena peculiaris,111688,Burmese amber (AMNH collection),AMNH Bu-1516,forewing,0.68,amber,96.55
Archiculicoides andersoni,123054,Burmese amber (National Museums Scotland coll),NMS G.2010.20.24,wing,0.68,amber,96.55
Berestella insuperabilis,122999,"Rovno Amber, Fedorovskii area, Klesov locality (SIZC KF collection)",KF-10,wing,0.68,amber,35.95
Forcipomyia (Trichohelea) succinicola,129227,Bitterfeld amber (MfN collection),MfN MB.I-8-32,wing,0.68,amber,25.565
Frirenia leporidis,122997,"Rovno Amber, Klesov locality (SIZC K collection)",K-1913b,body,0.68,amber,35.95
Grassyaphis pikei,34896,"Grassy Lake, Medicine Hat (TMP coll)",RTMP E-5,body,0.68,amber,77.05
Gulyankiola nazarenkoi,170205,"Rovno Amber, Gulyanka locality (SIZC Gu collection)",IZSK Gu-2a,body,0.68,amber,35.95
Leptoconops (Leptoconops) curvachelus,110895,White Oaks Pit (Old Crossman's Clay Pits),AMNH NJ-50A,wing,0.68,amber,91.85
Leptoconops (Leptoconops) gravesi,164386,"La Robini?re (La Garnache), Vend?e amber",IGR.GAR-72.1,body,0.68,amber,91.55
Taeniothrips crassisetosus,129227,Bitterfeld amber (MfN collection),MfN MB.I.797,forewing,0.68,amber,25.565
Taeniothrips mucripositus,129227,Bitterfeld amber (MfN collection),MfN MB.I.800,body,0.68,amber,25.565
Taeniothrips successus,129227,Bitterfeld amber (MfN collection),MfN MB.I.798,forewing,0.68,amber,25.565
Yamis libanotos,122471,"Mdeyrij-Hammana, Casa Baabda (Azar coll)",Azar 1216,forewing,0.68,amber,123.955
Neurolyga declinata,113621,"Rovno Amber, Ukryantar factory material (SIZC UA collection)",UA-223,body,0.682,amber,35.95
Berestella insuperabilis,122999,"Rovno Amber, Fedorovskii area, Klesov locality (SIZC KF collection)",KF-10,body,0.69,amber,35.95
Burmaphron tridentatum,111688,Burmese amber (AMNH collection),AMNH Bu-677,forewing,0.69,amber,96.55
Chimeromyia acuta,123017,"Bchare Mountain, Lebanese amber (AMNH coll)","AMNH L-AE38 (additional female in Grimaldi et al., 2009 - location not given)",body,0.69,amber,127.2
Didymomyia accidentalis,113621,"Rovno Amber, Ukryantar factory material (SIZC UA collection)",SIZC UA-1100,wing,0.69,amber,35.95
Forcipomyia krzeminskii,123993,"Baltic Amber, Humboldt Museum Thomas collection",MBI Thomas 272,wing,0.69,amber,35.95
Germaraphis (Balticorostrum) cuneata,123762,Baltic Amber (University of Copenhagen ZMUC Collection),Hansen coll,body,0.69,amber,35.95
Ambaraphis kotejai,122354,Cedar Lake (MCZ collection),MCZ 7130,body,0.7,amber,77.05
Anaphothrips parallelus,120813,Baltic Amber (Museum Ziemi collection),MZ 17440 TG,body,0.7,amber,35.95
Archiaustroconops alavensis,108769,Pe±acerrada outcrop I,MCNA 8836.1,body,0.7,amber,110.515
Baltichaitophorus jutlandicus,123762,Baltic Amber (University of Copenhagen ZMUC Collection),Andersen coll,body,0.7,amber,35.95
Bouceklytus arcuodens,122354,Cedar Lake (MCZ collection),MCZ 5291,body,0.7,amber,77.05
Brachypogon (Brachypogon) miocaenicus,129227,Bitterfeld amber (MfN collection),MfN MB.I-8-44,body,0.7,amber,25.565
Dasyhelea antilleana,122473,Dominican amber (USNM Brodzinsky Lopez-Pena coll),USNM 8178,wing,0.7,amber,17.13
Dasyhelea gedanica,120813,Baltic Amber (Museum Ziemi collection),MZW 16133,wing,0.7,amber,35.95
Ecommocydromia difficilis,123019,Bezonnais (Ecommoy) amber,FU-Berlin Emp Ce Bez 1,wing,0.7,amber,96.55
Electrotenia brundini,35056,"Taimyr amber, Yantardakh Hill (PIN collection 3311)",PIN 3311/161,wing,0.7,amber,84.95
Gedanohelea wirthi,123762,Baltic Amber (University of Copenhagen ZMUC Collection),ZMC 133,wing,0.7,amber,35.95
Glaesus gibsoni,110737,Baltic Amber (University of Gdansk MAI collection),MAI 477,body,0.7,amber,35.95
Idris ilonkae,155460,Baltic amber (Oehlke collection),Oehlke 140,forewing,0.7,amber,35.95
Inka minuta,35056,"Taimyr amber, Yantardakh Hill (PIN collection 3311)",PIN 3311/587,body,0.7,amber,84.95
Jezzinothrips cretacicus,124276,"Jezzine, Lebanese amber (SMNS collection)",SMNS C17/1b,body,0.7,amber,127.2
Latridius usovae,113621,"Rovno Amber, Ukryantar factory material (SIZC UA collection)",SIZK UA-51,elytron,0.7,amber,35.95
Leptoconops (Leptoconops) zherikhini,108769,Pe±acerrada outcrop I,MCNA 9176,wing,0.7,amber,110.515
Lewisothrips telothripoideus,129227,Bitterfeld amber (MfN collection),MfN MB.I.794,forewing,0.7,amber,25.565
Minyohelea schleei,124276,"Jezzine, Lebanese amber (SMNS collection)",SMNS C32/74,body,0.7,amber,127.2
Nannohelea eocenica,123762,Baltic Amber (University of Copenhagen ZMUC Collection),ZMC 140,body,0.7,amber,35.95
Nemedromia turonia,110895,White Oaks Pit (Old Crossman's Clay Pits),AMNH NJ-132 (Grimaldi),wing,0.7,amber,91.85
Oxythrips physothripoides,123927,"Baltic amber, Konigsberg collection",P.O. 11063-I.14 No. 9,body,0.7,amber,35.95
Palaeocynipiana santonica,35056,"Taimyr amber, Yantardakh Hill (PIN collection 3311)",PIN 3311/581,body,0.7,amber,84.95
Protoxythrips conclusus,160460,"Baltic Amber, Kiesgruben west of Sarstedt",Dietrich 28.00521.02,forewing,0.7,amber,35.95
Protoxythrips ursulae,129227,Bitterfeld amber (MfN collection),MfN MB.I.791,body,0.7,amber,25.565
Pseudobaeus fecundulus,123927,"Baltic amber, Konigsberg collection",No. 6728,body,0.7,amber,35.95
Pseudorthocladius zherikhini,107340,Sakhalin Amber (PIN collection 3387),PIN 3387/150,body,0.7,amber,44.55
Sciara deffneri,127613,Randeck Maar (Schempp collection),NA,wing,0.7,not_amber,14.81
Stolamissus mirabilis,110895,White Oaks Pit (Old Crossman's Clay Pits),AMNH NJ-709,forewing,0.7,amber,91.85
Trachelopteron angulipenne,123927,"Baltic amber, Konigsberg collection",XIIIB922,body,0.7,amber,35.95
Protanaphothrips suspensus,120813,Baltic Amber (Museum Ziemi collection),MZ 21481 TG,body,0.702,amber,35.95
Protanaphothrips suspensus,120813,Baltic Amber (Museum Ziemi collection),MZ 21483 TG,body,0.702,amber,35.95
Protanaphothrips vicinus,120813,Baltic Amber (Museum Ziemi collection),MZ 15708 TG,body,0.702,amber,35.95
Eoanaphes stethynioides,117614,"Spring site, Middle Fork Flathead River (Kishenehn)",NMNH 543764,body,0.703,not_amber,44.55
Apodendrothrips major,129227,Bitterfeld amber (MfN collection),MfN MB.I.784,body,0.71,amber,25.565
Archiaustroconops annae,122471,"Mdeyrij-Hammana, Casa Baabda (Azar coll)",Azar 598,body,0.71,amber,123.955
Archiaustroconops ceratoformis,124276,"Jezzine, Lebanese amber (SMNS collection)",SMNS C2,wing,0.71,amber,127.2
Brachyneurina pyxidiiformis,113621,"Rovno Amber, Ukryantar factory material (SIZC UA collection)",SIZC UA-347,wing,0.71,amber,35.95
Duocalcar geminum,99114,Archingeay-Les-Nouillers,IGR.ARC-370.10,elytron,0.71,amber,102.45
Enicmus palaeorugosus,140810,"Baltic amber, Reike collection",Reike 07,elytron,0.71,amber,35.95
Germaraphis (Germaraphis) rostrata,123762,Baltic Amber (University of Copenhagen ZMUC Collection),Henningsen coll,body,0.71,amber,35.95
Isaraselis cladiva,123850,Le Quesnoy amber,MNHN PA 16445,hindwing,0.71,amber,51.9
Meunierohelea gedanicola,120813,Baltic Amber (Museum Ziemi collection),MZW 5018,wing,0.71,amber,35.95
Rovnobrachineura kiryeyevi,122997,"Rovno Amber, Klesov locality (SIZC K collection)",SIZK K-3701,wing,0.71,amber,35.95
Apticoccus longitenuis,138801,"Ain Dara, Caza Aley, Lebanese amber (Azar coll)",Azar AD-20,forewing,0.715,amber,123.955
Henria capitata,113621,"Rovno Amber, Ukryantar factory material (SIZC UA collection)",UA-1294,wing,0.715,amber,35.95
Peromyia autonoma,113621,"Rovno Amber, Ukryantar factory material (SIZC UA collection)",UA-174,body,0.715,amber,35.95
Eohelea sinuosa,120813,Baltic Amber (Museum Ziemi collection),MZW 7961,wing,0.717,amber,35.95
Eohelea sinuosa,120813,Baltic Amber (Museum Ziemi collection),MZW 1884/1a-1,wing,0.718,amber,35.95
Aleurodicus burmiticus,123020,Burmese amber (BMNH coll),BMNH In. 19134,hindwing,0.72,amber,96.55
Duocalcar geminum,99114,Archingeay-Les-Nouillers,IGR.ARC-370.6,elytron,0.72,amber,102.45
Frirenia lukashevichae,113621,"Rovno Amber, Ukryantar factory material (SIZC UA collection)",UA-965,body,0.72,amber,35.95
Inka minuta,35056,"Taimyr amber, Yantardakh Hill (PIN collection 3311)",PIN 3311/587,forewing,0.72,amber,84.95
Maksika intermedia,122354,Cedar Lake (MCZ collection),MCZ 7098,wing,0.72,amber,77.05
Matsucoccus larssoni,123762,Baltic Amber (University of Copenhagen ZMUC Collection),ZMUC Cocc 15b,body,0.72,amber,35.95
Matsucoccus larssoni,123762,Baltic Amber (University of Copenhagen ZMUC Collection),ZMUC Cocc 15d,body,0.72,amber,35.95
Meunierohelea gedanicola,120813,Baltic Amber (Museum Ziemi collection),MZW 11396,wing,0.72,amber,35.95
Nemedromia turonia,110895,White Oaks Pit (Old Crossman's Clay Pits),AMNH NJ-132 (Grimaldi),body,0.72,amber,91.85
Protanaphothrips minoricornis,124273,Bitterfeld amber (Hoffeins collection),Hoffeins 1477/2,body,0.72,amber,25.565
Rhetinothrips elegans,124276,"Jezzine, Lebanese amber (SMNS collection)",SMNS C22/24//32,forewing,0.72,amber,127.2
Stellasegna vlaskini,113621,"Rovno Amber, Ukryantar factory material (SIZC UA collection)",UA-443,body,0.72,amber,35.95
Taeniothrips (Balticothrips) usedomi,124273,Bitterfeld amber (Hoffeins collection),Hoffeins 1477/1,body,0.72,amber,25.565
Toxorhynchus hispaniolicus,122472,Dominican amber (Poinar coll),Poinar Cur-151,elytron,0.72,amber,17.13
Phlebotomites grimaldii,111688,Burmese amber (AMNH collection),AMNH Bu-778A,body,0.721,amber,96.55
Anaphothrips intermedius,120813,Baltic Amber (Museum Ziemi collection),MZ 18779 TG,body,0.725,amber,35.95
Archankothrips varicornis,120813,Baltic Amber (Museum Ziemi collection),MZ 11484 TG,body,0.725,amber,35.95
Archiaustroconops hammanensis,122471,"Mdeyrij-Hammana, Casa Baabda (Azar coll)",Azar 226,body,0.725,amber,123.955
Cosmocomoidea kootenai,117614,"Spring site, Middle Fork Flathead River (Kishenehn)",NMNH 543761,hindwing,0.729,not_amber,44.55
Atriculicoides swinhoei,123020,Burmese amber (BMNH coll),BMNH In.19133,wing,0.73,amber,96.55
Ceratopogon ceranowiczi,120813,Baltic Amber (Museum Ziemi collection),MZW 18553d,wing,0.73,amber,35.95
Cosmocomoidea greenwalti,117614,"Spring site, Middle Fork Flathead River (Kishenehn)",NMNH 543763,forewing,0.73,not_amber,44.55
Gulyankiola nazarenkoi,170205,"Rovno Amber, Gulyanka locality (SIZC Gu collection)",IZSK Gu-2a,wing,0.73,amber,35.95
Inka minuta,122590,"Taimyr amber, Yantardakh Hill (PIN collection 3130)",PIN 3130/176,forewing,0.73,amber,84.95
Protoxythrips probus,129227,Bitterfeld amber (MfN collection),MfN MB.I.793,body,0.73,amber,25.565
Syneucoila magnifica,110895,White Oaks Pit (Old Crossman's Clay Pits),AMNH NJ-1075,body,0.73,amber,91.85
Vicemyia immediata,113621,"Rovno Amber, Ukryantar factory material (SIZC UA collection)",UA-626,body,0.73,amber,35.95
Caliothrips verae,160460,"Baltic Amber, Kiesgruben west of Sarstedt",Dietrich 28.00497.02,body,0.735,amber,35.95
Anaphothrips intermedius,120813,Baltic Amber (Museum Ziemi collection),MZ 17441 TG,forewing,0.737,amber,35.95
Archankothrips pugionifer,127170,"Baltic Amber, Judge Fritsch (Goldap) collection (Kaliningrad Museum of Amber)",Fritsch Nr 2,forewing,0.74,amber,35.95
Conarete laesus,113621,"Rovno Amber, Ukryantar factory material (SIZC UA collection)",UA-133,body,0.74,amber,35.95
Heterothrips nani,110735,"Baltic Amber, GPIH collection",GPIH Nr. 664,body,0.74,amber,35.95
Leptoconops (Leptoconops) sibiricus,35056,"Taimyr amber, Yantardakh Hill (PIN collection 3311)",PIN 3311/374,wing,0.74,amber,84.95
Lumatibialis burmitis,104053,Burmese amber (Poinar collection),Poinar B-He-24A,body,0.74,amber,96.55
Monardia impellucida,113621,"Rovno Amber, Ukryantar factory material (SIZC UA collection)",UA-628,wing,0.74,amber,35.95
Nascensluna mellea,113621,"Rovno Amber, Ukryantar factory material (SIZC UA collection)",SIZK UA-1601,wing,0.74,amber,35.95
Stilobezzia (Stilobezzia) antilleana,122473,Dominican amber (USNM Brodzinsky Lopez-Pena coll),USNM 9501a,wing,0.74,amber,17.13
Tagsmiphron ascalaphus,110895,White Oaks Pit (Old Crossman's Clay Pits),AMNH NJ-1128,forewing,0.74,amber,91.85
Frankliniella oligocaenica,146907,"Alsace potash field, Anna pit (Quievreux collection)",Quievreux No. 1020,forewing,0.744,not_amber,31
Burmacypha longicornis,123020,Burmese amber (BMNH coll),NHM In. 20194,forewing,0.75,amber,96.55
Burmitempis halteralis,123020,Burmese amber (BMNH coll),BMNH In.19121,wing,0.75,amber,96.55
Cenocephalus quasiexquisitus,122473,Dominican amber (USNM Brodzinsky Lopez-Pena coll),USNM 505815,elytron,0.75,amber,17.13
Chrysotus lepidus,124073,"Baltic Amber, Klebs collection",Klebs 129,wing,0.75,amber,35.95
Chrysotus lepidus,124073,"Baltic Amber, Klebs collection",Klebs 129,body,0.75,amber,35.95
Culicoides mammalicolus,122473,Dominican amber (USNM Brodzinsky Lopez-Pena coll),USNM 3742,wing,0.75,amber,17.13
Dasyhelea hispaniolae,123857,Dominican amber (Florida State Collection of Arthropods),FSCA 13005,wing,0.75,amber,17.13
Eohelea fossicola,129227,Bitterfeld amber (MfN collection),MfN MB.I-8-72,wing,0.75,amber,25.565
Germaraphis (Germaraphis) oculata,123762,Baltic Amber (University of Copenhagen ZMUC Collection),Henningsen coll,body,0.75,amber,35.95
Hemithrips femoralis,123927,"Baltic amber, Konigsberg collection",NA,body,0.75,amber,35.95
Hexaphlebia burmanica,104053,Burmese amber (Poinar collection),Poinar B-He-24B,body,0.75,amber,96.55
Idris ilonkae,155460,Baltic amber (Oehlke collection),Oehlke 140,body,0.75,amber,35.95
Inka minuta,35056,"Taimyr amber, Yantardakh Hill (PIN collection 3311)",PIN 3311/584,body,0.75,amber,84.95
Inka minuta,35056,"Taimyr amber, Yantardakh Hill (PIN collection 3311)",PIN 3311/586,forewing,0.75,amber,84.95
Lagynodes primordialis,124205,Baltic amber (MCZ collection),MCZ 9793,body,0.75,amber,35.95
Leptosyna margarita,122997,"Rovno Amber, Klesov locality (SIZC K collection)",K-2418 (2 specimens),wing,0.75,amber,35.95
Libanophron astarte,122471,"Mdeyrij-Hammana, Casa Baabda (Azar coll)",Azar L-139,forewing,0.75,amber,123.955
Medetera vana,124073,"Baltic Amber, Klebs collection",Klebs 359,wing,0.75,amber,35.95
Megaselia (Aphiochaeta) indistincta,152187,Madasgacar Copal (Evers collection),Evers 270,wing,0.75,amber,0.00585
Megaselia (Aphiochaeta) inflata,152187,Madasgacar Copal (Evers collection),Evers 1,wing,0.75,amber,0.00585
Megaselia (Aphiochaeta) obstricta,152186,Accra Copal (Evers collection),Evers 2,body,0.75,amber,0.00585
Megaselia (Aphiochaeta) praepedita,140788,Zanzibar Copal (Evers collection),Evers 185,wing,0.75,amber,0.00585
Mesallotrochus longiantennatus,161726,Burmese amber (NIGP coll),NIGP 157737,elytron,0.75,amber,96.55
Microcaetiscus formidolosus,152187,Madasgacar Copal (Evers collection),NA,body,0.75,amber,0.00585
Microserphites parvulus,35051,"Nizhnyaya Agapa River, Taimyr Amber (PIN collection 3426)",PIN 3426/31,forewing,0.75,amber,96.55
Neuraphes fossilis,146557,Dominican amber (Wunderlich collection),NA,body,0.75,amber,17.13
Palaeoscraptia elongata,124073,"Baltic Amber, Klebs collection",BMNH In. 18776,elytron,0.75,amber,35.95
Physothrips connaticornis,123927,"Baltic amber, Konigsberg collection",NA,body,0.75,amber,35.95
Protoculicoides succineus,124276,"Jezzine, Lebanese amber (SMNS collection)",SMNS C31/14,wing,0.75,amber,127.2
Triassothrips virginicus,106479,Solite Quarries (VMNH collection),VMNH 747,forewing,0.75,not_amber,218.25
Archankothrips medisetosus,129227,Bitterfeld amber (MfN collection),MfN MB.I.783,forewing,0.755,amber,25.565
Anaphothrips fuscicaudeus,124273,Bitterfeld amber (Hoffeins collection),Hoffeins 1477/7,body,0.76,amber,25.565
Apionion homochronon,122472,Dominican amber (Poinar coll),Poinar Cur-124,elytron,0.76,amber,17.13
Archiaustroconops dominiakae,122471,"Mdeyrij-Hammana, Casa Baabda (Azar coll)",Azar 523,body,0.76,amber,123.955
Atriculicoides taimyricus,35056,"Taimyr amber, Yantardakh Hill (PIN collection 3311)",PIN 3311/440,wing,0.76,amber,84.95
Austroconops asiaticus,123020,Burmese amber (BMNH coll),BMNH In.20173(4),wing,0.76,amber,96.55
Ceratopogon kotejai,129228,Bitterfeld amber (Kutscher Gottingen collection),MKC K-48,wing,0.76,amber,25.565
Cretopiesma suukyiae,111688,Burmese amber (AMNH collection),AMNH Bu-958,wing,0.76,amber,96.55
Fossihelea miocaenica,129227,Bitterfeld amber (MfN collection),MfN MB.I-8-140,wing,0.76,amber,25.565
Frirenia leporidis,122997,"Rovno Amber, Klesov locality (SIZC K collection)",K-1913,wing,0.76,amber,35.95
Gedanohelea succinea,120813,Baltic Amber (Museum Ziemi collection),MZW 20010,wing,0.76,amber,35.95
Ledomyia olgae,122997,"Rovno Amber, Klesov locality (SIZC K collection)",SIZK K-3697,body,0.76,amber,35.95
Melanophthalma carstengroehni,110735,"Baltic Amber, GPIH collection",GPIH 4447,elytron,0.76,amber,35.95
Microlynx franzbesucheti,160007,Sicilian amber (Freie Universit?t Berlin coll),FUB Sc TS 1,body,0.76,amber,8.4705
Necrothrips mesus,110735,"Baltic Amber, GPIH collection",GPIH 4365,forewing,0.76,amber,35.95
Protanaphothrips suspensus,129227,Bitterfeld amber (MfN collection),MfN MB.I.787,body,0.76,amber,25.565
Protoxythrips bagnalli,120813,Baltic Amber (Museum Ziemi collection),MZ 14161 TG,body,0.76,amber,35.95
Protoxythrips conclusus,124273,Bitterfeld amber (Hoffeins collection),Hoffeins 1477/5,body,0.76,amber,25.565
Protoxythrips stenuroideus,120813,Baltic Amber (Museum Ziemi collection),MZ 20197 TG,forewing,0.76,amber,35.95
Protoxythrips stenurus,124273,Bitterfeld amber (Hoffeins collection),Hoffeins 1477/3,body,0.76,amber,25.565
Protoxythrips ursulae,124273,Bitterfeld amber (Hoffeins collection),Hoffeins 1477/6,body,0.76,amber,25.565
Tagsmiphron muesebecki,110895,White Oaks Pit (Old Crossman's Clay Pits),AMNH NJ-697,forewing,0.76,amber,91.85
Leptoconops (Leptoconops) sibiricus,35056,"Taimyr amber, Yantardakh Hill (PIN collection 3311)",PIN 3311/416,wing,0.765,amber,84.95
Atrichopogon eocenicus,120813,Baltic Amber (Museum Ziemi collection),MZW 4834,wing,0.77,amber,35.95
Atriculicoides cenomanensis,123018,Durtal amber,MZ Cer Ce Du 1,wing,0.77,amber,96.55
